favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
0,Twitter for iPhone,"b""RT @realSoCalledMom: Yesterday I followed my son's lead &amp; became inspired to write this poem while recording him play, oblivious to our wor\xe2\x80\xa6""",,True,Sat Mar 14 18:31:25 +0000 2020,2,b'1238895523588739073'
0,Twitter for iPhone,b'RT @SamCoatesSky: A Professor in behavioural science at Liverpool University attempts to explain the assumptions and trade offs in the gove\xe2\x80\xa6',,True,Sat Mar 14 08:31:32 +0000 2020,73,b'1238744558986543138'
0,Twitter Web App,b'RT @NafeezAhmed: In my new investigation for @BylineTimes I reveal how the speculative Oxford model which said Britons might already be dev\xe2\x80\xa6',,True,Sat Mar 28 10:52:23 +0000 2020,555,b'1243853434916388865'
0,ScalarHumanity,b'Ask leaders to make #BehavioralScience core #education RT @BriefcaseTweets: Behavioural Design to keep safe distanc\xe2\x80\xa6 https://t.co/4GAeiWMXbK',,False,Wed Mar 25 09:45:08 +0000 2020,0,b'1242749346392702978'
0,Twitter for Android,b'RT @NafeezAhmed: In my new investigation for @BylineTimes I reveal how the speculative Oxford model which said Britons might already be dev\xe2\x80\xa6',,True,Thu Mar 26 18:10:16 +0000 2020,555,b'1243238859363815425'
0,Twitter for iPad,"b'RT @MartinShovel: My cartoon - he doesn\xe2\x80\x99t trust doctors, he wants to see a behavioural scientist \n#coronavirus \n#r4Today https://t.co/KjN8o\xe2\x80\xa6'",,True,Sat Mar 14 10:58:46 +0000 2020,34,b'1238781614001356801'
0,Twitter for iPhone,b'RT @jayvanbavel: We posted a revised version of our paper on how social &amp; behavioural science might support #COVID19 #coronavirus pandemic.\xe2\x80\xa6',,True,Wed Apr 08 22:32:28 +0000 2020,90,b'1248015883970072578'
0,Twitter Web App,"b'RT @MartinShovel: My cartoon - he doesn\xe2\x80\x99t trust doctors, he wants to see a behavioural scientist \n#coronavirus \n#r4Today https://t.co/KjN8o\xe2\x80\xa6'",,True,Sat Mar 14 10:59:47 +0000 2020,34,b'1238781870025949191'
0,Twitter for iPhone,"b'The 6-feet office #CRE Eventually we will have to go back to our offices #COVID19 won\xe2\x80\x99t be eradicated, and not ever\xe2\x80\xa6 https://t.co/uXYlmfJiOV'",,False,Tue Apr 14 02:38:07 +0000 2020,0,b'1249889641756590082'
0,Twitter Web App,"b""They're trying to nudge, but they have an obsession with secrecy, i.e., a pre-internet organisation.  Thus when the\xe2\x80\xa6 https://t.co/sCLoECwENz""",,False,Sun Mar 29 09:35:09 +0000 2020,0,b'1244196388487024640'
0,Twitter for Android,b'RT @SebJilke: How to use Behavioral Science to fight the #coronavirus ?\n\nCheck this new timely review in @Journal_BPA \xe2\x80\x94&gt;  https://t.co/H92r\xe2\x80\xa6',,True,Mon Mar 30 14:32:12 +0000 2020,56,b'1244633529847177216'
0,Twitter Web App,"b""RT @paolomoderato: Se l'Italia avesse una nudge unit come 300 paesi al mondo. Il gruppo @nudgeitalia c'\xc3\xa8, fa ricerche le pubblica, l'univer\xe2\x80\xa6""",,True,Sat Mar 07 12:19:46 +0000 2020,2,b'1236265280495587328'
0,Twitter for iPhone,b'RT @alexjarmitage: #Covid19 is spreading in the UK.\n\nGovt MUST do more to suppress transmission. \n\n\xe2\x80\x9cBehavioural Science\xe2\x80\x9d is given as a reas\xe2\x80\xa6',,True,Wed Mar 18 16:02:46 +0000 2020,38,b'1240307668746633218'
4,Twitter for Android,b'\xd8\xa7\xd8\xb2 \xd9\x85\xd8\xa8\xd8\xa7\xd8\xad\xd8\xab \xd9\x85\xd9\x87\xd9\x85 \xd8\xaa\xd9\x88\xd8\xb3\xd8\xb9\xd9\x87 \xd9\x85\xdb\x8c\xe2\x80\x8c\xd8\xaa\xd9\x88\xd9\x86\xd9\x87 \xd8\xa8\xd8\xa7\xd8\xb4\xd9\x87. \xd8\xb5\xd8\xb1\xd9\x81\xd9\x86 \xd9\x85\xd8\xa7\xd9\x84\xdb\x8c \xd9\x86\xdb\x8c\xd8\xb3\xd8\xaa \xd9\x88 \xda\xa9\xd9\x84\xd8\xa7\xd9\x86\xe2\x80\x8c\xd8\xaa\xd8\xb1 \xd9\xbe\xdb\x8c\xd8\xa7\xd9\x85\xd8\xaf\xd9\x87\xd8\xa7\xdb\x8c \xdb\x8c\xda\xa9 \xd8\xaf\xd9\x88\xd8\xb1\xd8\xa7\xd9\x87\xdb\x8c \xd8\xb3\xdb\x8c\xd8\xa7\xd8\xb3\xdb\x8c \xd8\xa7\xd8\xac\xd8\xaa\xd9\x85\xd8\xa7\xd8\xb9\xdb\x8c \xd8\xb1\xd9\x88 \xd9\x87\xd9\x85 \xd9\x85\xdb\x8c\xd8\xb4\xd9\x87 \xd8\xa7\xd9\x86\xd8\xaf\xd8\xa7\xd8\xb2\xd9\x87\xe2\x80\x8c\xda\xaf\xdb\x8c\xd8\xb1\xdb\x8c \xda\xa9\xe2\x80\xa6 https://t.co/vJfhmyTyat',,False,Mon Apr 13 20:17:29 +0000 2020,0,b'1249793852262748161'
0,Twitter for iPhone,b'RT @BronwynHemsley: So @WeSpeechies #WeSpeechies is being woken up for #COVID19 (coming out of hibernation for a massive effort to help peo\xe2\x80\xa6',,True,Wed Mar 18 07:50:43 +0000 2020,16,b'1240183841244868609'
8,Twitter for Android,"b'This is exactly what @nntaleb refers to when he talks about the damage that can be done by ""nudge boy"" (@R_Thaler)\xe2\x80\xa6 https://t.co/TCyjvsfTF0'",,False,Mon Mar 16 10:07:28 +0000 2020,5,b'1239493479853678594'
0,Twitter for Android,b'RT @AdoptionsUk: PLEASE SHARE Archie 6 Beagle Cross BATH \xf0\x9f\x87\xac\xf0\x9f\x87\xa7\n\nArchie looking for quiet home affectionate he will nudge  for fuss likes train\xe2\x80\xa6',,True,Mon Mar 23 21:59:28 +0000 2020,164,b'1242209372597563393'
0,Twitter Web App,"b'RT @DanielAntonin1: This is exactly what @nntaleb refers to when he talks about the damage that can be done by ""nudge boy"" (@R_Thaler) poli\xe2\x80\xa6'",,True,Mon Mar 16 10:11:56 +0000 2020,5,b'1239494601506947073'
0,Twitter Web App,"b'RT @jayvanbavel: We have a new paper on \nhow policy makers, the media, and the public can use social &amp; behavioural science to support #COVI\xe2\x80\xa6'",,True,Tue Mar 24 17:34:37 +0000 2020,589,b'1242505108224688130'
0,Twitter for iPad,b'RT @TomLondon6: Question: WHAT influence has the \xe2\x80\x9cNudge Unit\xe2\x80\x9d or Dominic Cummings personally had or continue to have on the actions of the\xe2\x80\xa6',,True,Thu Apr 16 15:20:21 +0000 2020,14,b'1250806242597011458'
0,Twitter Web App,"b'RT @WFP_Ghana: Even when we know what we should eat to have a healthy diet, we sometimes need a \xe2\x80\x98nudge\xe2\x80\x99 to help us make those better choice\xe2\x80\xa6'",,True,Wed Apr 15 10:43:12 +0000 2020,14,b'1250374106253590528'
1,Twitter Web App,"b'@ekta_batra Obvious things. We were never prepared and our policy makers never think beyond and ahead, to look at p\xe2\x80\xa6 https://t.co/Lf0vJot1OW'",ekta_batra,False,Wed Mar 25 09:20:36 +0000 2020,1,b'1242743173559934976'
0,Twitter for iPhone,b'RT @cpeedell: Virtually the entire public health community support the Government &amp; CMO\xe2\x80\x99s approach to #coronavirus pandemic. I respect thei\xe2\x80\xa6',,True,Fri Mar 13 20:11:16 +0000 2020,54,b'1238558263785988098'
0,Twitter for Android,b'RT @StefSimanowitz: @peterjukes @BorisJohnson @Schofe @hollywills @mvdct @CereinynOrd @afneil @JeremyVineOn5 @FullFact @Peston @JIMrichards\xe2\x80\xa6',,True,Sat Mar 21 09:06:20 +0000 2020,142,b'1241290034311020544'
0,Twitter for Android,b'RT @NafeezAhmed: In my new investigation for @BylineTimes I reveal how the speculative Oxford model which said Britons might already be dev\xe2\x80\xa6',,True,Thu Mar 26 19:04:09 +0000 2020,555,b'1243252416763625472'
0,Twitter Web App,b'RT @StefSimanowitz: @peterjukes @BorisJohnson @Schofe @hollywills @mvdct @CereinynOrd @afneil @JeremyVineOn5 @FullFact @Peston @JIMrichards\xe2\x80\xa6',,True,Sat Mar 21 09:13:50 +0000 2020,142,b'1241291918098812928'
0,Twitter for iPhone,b'RT @TomLondon6: I want to know \nHow much influence has \n1. the pseudo-scientific Nudge Unit or its founder David Halpern and/or\n2. Dominic\xe2\x80\xa6',,True,Fri Apr 17 10:27:17 +0000 2020,32,b'1251094876927733762'
0,Twitter for iPhone,"b'RT @mi6rogue: I was told today this ""get back to work"" campaign will be live from next week, the aim is to ""Nudge"" the public back to work.\xe2\x80\xa6'",,True,Thu Apr 30 20:54:14 +0000 2020,73,b'1255963695999528969'
0,Twitter for iPad,"b'RT @Econ1953: This is the ideal time to ""nudge"" Cyprus in the digital era. Encouraging the use internet banking, call centers for governmen\xe2\x80\xa6'",,True,Sat Mar 14 09:29:27 +0000 2020,19,b'1238759133756751878'
0,Twitter Web App,"b'RT @NDLoubere: Honestly, if five years ago someone had come back from the future and told me that behavioural science and nudge theory were\xe2\x80\xa6'",,True,Sat Mar 14 08:32:02 +0000 2020,12,b'1238744686845665280'
0,Twitter Web App,b'RT @Fbukhaari: Indeed. One of the most powerful tools for behavior change is the creative industry.\n\nSomali music industry had produced thi\xe2\x80\xa6',,True,Fri Mar 27 12:05:36 +0000 2020,20,b'1243509475622785024'
0,Twitter Web App,b'RT @govindrams: Who would have imagined every world leader will stop shaking hands and start greeting others with a Namaste \xf0\x9f\x99\x8f. \n#coronaviru\xe2\x80\xa6',,True,Wed Mar 18 15:49:18 +0000 2020,6,b'1240304277299572743'
0,Twitter for Android,"b'RT @vijayanpinarayi: We must address the aspect of a probable ""Response Fatigue"" to lockdown | #COVID19\n\nA society-level behavior change, e\xe2\x80\xa6'",,True,Mon Mar 30 08:23:57 +0000 2020,592,b'1244540858944241664'
0,Twitter for iPhone,b'RT @StefSimanowitz: @peterjukes @BorisJohnson @Schofe @hollywills @mvdct @CereinynOrd @afneil @JeremyVineOn5 @FullFact @Peston @JIMrichards\xe2\x80\xa6',,True,Tue Apr 21 15:48:34 +0000 2020,80,b'1252625280704884738'
0,Twitter for Android,b'RT @WorldBankWater: Frequent and proper hand hygiene is one of the most important measures for preventing #COVID19 infection. \n\nLet\xe2\x80\x99s work\xe2\x80\xa6',,True,Thu Apr 16 11:28:10 +0000 2020,16,b'1250747808870629377'
0,Twitter for iPhone,b'Certain tools belong in that shed....nudge nudge wink wink... https://t.co/PDvjhcP9am',,False,Fri Mar 20 11:14:37 +0000 2020,0,b'1240959927457177600'
0,Twitter for iPhone,b'The importance of Integrating hygiene behaviour change into routine immunisation programme is more important then e\xe2\x80\xa6 https://t.co/uNtxk2pSfg',,False,Fri May 01 18:00:18 +0000 2020,0,b'1256282310808408069'
0,Twitter Web App,"b'RT @miffythegamer: Dr David Halpern is not an epidemiologist, he is a psychologist. \n\nCan we have someone working for government in the mid\xe2\x80\xa6'",,True,Thu Mar 12 16:05:00 +0000 2020,6,b'1238133901308186628'
0,Twitter for iPad,"b""RT @WajahatAli: My wife Sarah Kureshi is an amazing physician who works in community health. She's been on top of this &amp; knew #coronavirus\xe2\x80\xa6""",,True,Sat Mar 14 02:19:40 +0000 2020,274,b'1238650975826644992'
0,Twitter for iPhone,b'RT @UCLPALS: Simple behaviours need to be ingrained in the general population to stop the spread of #Covid19 explains Professor Susan Michi\xe2\x80\xa6',,True,Wed Apr 22 10:39:45 +0000 2020,5,b'1252909954295611392'
0,Twitter Web App,"b""RT @bbc5live: \xe2\x80\x9cA woman was vaping beside my husband, can you catch the virus through people's vaping?\xe2\x80\x9d\n\nProfessor Susan Michie answers Cath\xe2\x80\xa6""",,True,Tue Mar 31 11:31:12 +0000 2020,22,b'1244950369136005120'
3,Twitter for iPad,b'How behavioral science can help address the #COVID19 crisis. Via @NatureHumBehav https://t.co/HU4Ytl2wrD https://t.co/sbCf1eZ3gq',,False,Tue Mar 31 23:01:28 +0000 2020,2,b'1245124079750914048'
0,Twitter for iPhone,b'RT @balajickrishnan: Interesting and useful presentation on social distancing. Do we learn and retain better when message is categorized?\xe2\x80\xa6',,True,Mon Mar 16 13:05:14 +0000 2020,4,b'1239538215587119106'
0,Twitter for Android,b'RT @SamCoatesSky: A Professor in behavioural science at Liverpool University attempts to explain the assumptions and trade offs in the gove\xe2\x80\xa6',,True,Sat Mar 14 08:35:18 +0000 2020,73,b'1238745508715397120'
0,Twitter for iPhone,"b'RT @XHNews: #Coronavirus Watch in Mideast: https://t.co/fYdyomfEvz \n-- Signs of pandemic slowdown continue in Iran, confirmed cases near 60\xe2\x80\xa6'",,True,Sun Apr 05 21:34:42 +0000 2020,31,b'1246914181590286339'
0,Twitter for iPhone,"b'RT @HarryDCrane: One thing Kahneman got right is that people are ""bad intuitive statisticians"".\n\nBut was very wrong to think that\'s a flaw,\xe2\x80\xa6'",,True,Mon Mar 09 10:46:35 +0000 2020,37,b'1236966607253094400'
3,Twitter for iPad,b'\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb Agree. It does not help that we are left guessing at the science.\n\nSome of this is out there. For example\xe2\x80\xa6 https://t.co/9kLgtUj63W',,False,Fri Mar 13 07:16:26 +0000 2020,0,b'1238363274099425282'
0,Twitter for Android,"b'RT @vijayanpinarayi: We must address the aspect of a probable ""Response Fatigue"" to lockdown | #COVID19\n\nA society-level behavior change, e\xe2\x80\xa6'",,True,Mon Mar 30 08:26:13 +0000 2020,592,b'1244541427071107072'
0,Twitter Web App,b'RT @cdknetwork: #Covid19 is changing societies\xe2\x80\x99 behaviour. Which aspects of behaviour change could alter the way we live and work for the b\xe2\x80\xa6',,True,Tue Mar 31 21:22:57 +0000 2020,8,b'1245099286293098503'
0,Twitter Web App,b'RT @figgyjam: This pandemic is going to be needlessly accelerated by those who because of their privileged positions are chronically overco\xe2\x80\xa6',,True,Tue Mar 10 18:33:53 +0000 2020,9,b'1237446593495699456'
0,Twitter for Android,b'RT @karthi2209: That was super fun to discuss recession in a wholistic manner and through the lens of a problem solver! \n\nThanks @Iruhdam24\xe2\x80\xa6',,True,Fri Apr 10 04:02:28 +0000 2020,1,b'1248461320812281857'
0,Twitter for Android,"b'RT @BeccaB_Rad: #COVID19 has sparked a massive behavior change campaign, and @IDEO is tracking best practices for communicating about COVID\xe2\x80\xa6'",,True,Thu Apr 09 13:18:10 +0000 2020,102,b'1248238777388204032'
0,Twitter for Android,b'Behavioral science experiment:\nWould you rather 1 million deaths with a mortality rate of 0.01% or 1 million deaths\xe2\x80\xa6 https://t.co/9b6GyDDRtQ',,False,Sun Mar 15 00:32:33 +0000 2020,0,b'1238986408552992768'
0,Twitter for iPhone,b'Pretty much a gentle nudge encouraging everyone to read up by recommending a few bits as a starting point\xf0\x9f\x93\x9a \xf0\x9f\x93\x96 \xf0\x9f\xa4\x93\xe2\x80\xa6 https://t.co/0zxyDtyklh',,False,Mon Apr 20 11:18:04 +0000 2020,0,b'1252194819524313090'
0,Twitter for iPhone,b'But why they r spitting manhandling doing sexual miss conduct .. they r representing their community everyone repre\xe2\x80\xa6 https://t.co/R0Vt1UZulb',,False,Sat Apr 04 18:49:54 +0000 2020,0,b'1246510321457602560'
0,Twitter for iPhone,b'RT @alexjarmitage: #Covid19 is spreading in the UK.\n\nGovt MUST do more to suppress transmission. \n\n\xe2\x80\x9cBehavioural Science\xe2\x80\x9d is given as a reas\xe2\x80\xa6',,True,Wed Mar 18 20:38:58 +0000 2020,38,b'1240377174064070659'
0,Twitter for Android,"b""RT @WajahatAli: My wife Sarah Kureshi is an amazing physician who works in community health. She's been on top of this &amp; knew #coronavirus\xe2\x80\xa6""",,True,Sat Mar 14 07:12:14 +0000 2020,274,b'1238724602961911808'
0,Twitter Web App,"b'RT @VerumRadix: My most recent article for PSB regarding #Google\'s attempts to use this #Coronavirus ""pandemic"" as part of its broader goal\xe2\x80\xa6'",,True,Fri Apr 03 18:51:21 +0000 2020,19,b'1246148297263382528'
0,Twitter for Android,b'RT @HCsick: @4x4RoadRunner01 @LCAG_2019 @loanchargeAPPG @10DowningStreet @Conservatives @LabourList @LibDems @theSNP @politicshome @HuffPos\xe2\x80\xa6',,True,Mon Apr 20 11:20:52 +0000 2020,26,b'1252195523878178816'
1,Twitter Web App,"b""During #COVID19, Amazon is essentially confirming @DanielAlpert's Oversupply &amp; @ProfTimJackson's '#Degrowth' theses\xe2\x80\xa6 https://t.co/byYxV0Pty1""",,False,Tue Apr 21 21:01:52 +0000 2020,1,b'1252704126019960844'
7,Twitter for Android,"b'Amen to this \xf0\x9f\x91\x87\nGiven the variation in international approaches towards COVID-19, we need access to the background o\xe2\x80\xa6 https://t.co/1ZEpj1X9Bz'",,False,Fri Mar 13 06:59:05 +0000 2020,1,b'1238358907464159232'
0,Twitter for iPad,"b'RT @SpeakSarahSpeak: Can we admit the whole nudge unit stuff isn\xe2\x80\x99t working?\n\nAdvising people, however strongly, to do social distancing doe\xe2\x80\xa6'",,True,Sun Mar 22 17:45:02 +0000 2020,1,b'1241782956970119169'
1,Paper.li,b'The latest The behavioural science Daily! https://t.co/tlx7t7hJ4F Thanks to @InsightsIAS #covid19 #bangalore',,False,Wed Mar 18 04:30:55 +0000 2020,0,b'1240133556493565953'
0,Twitter for iPhone,b'This thread was slightly comforting but at the same time it is based the assumptions related to behavioural science\xe2\x80\xa6 https://t.co/XMRd73enPT',,False,Sat Mar 14 08:42:56 +0000 2020,0,b'1238747429794729984'
0,TweetDeck,"b'RT @tsimonite: Sequoia\'s #COVID19 advice to startups includes a nudge to consider layoffs.\n\n""Headcount. Given all of the above stress point\xe2\x80\xa6'",,True,Thu Mar 05 21:32:44 +0000 2020,3,b'1235679664816844800'
0,Twitter Web App,"b'RT @DukeU: Coming up at noon, @advncdhindsight\xc2\xa0founder @danariely\xc2\xa0provides a behavioral science perspective on #COVID19 followed by a Q&amp;A \xf0\x9f\x91\x87\xe2\x80\xa6'",,True,Fri Apr 24 16:00:25 +0000 2020,4,b'1253715427596873728'
0,Twitter for Android,"b'RT @jayvanbavel: We have a new paper on \nhow policy makers, the media, and the public can use social &amp; behavioural science to support #COVI\xe2\x80\xa6'",,True,Tue Mar 24 21:16:26 +0000 2020,589,b'1242560932880044035'
0,Twitter for Android,"b'RT @JohnsHopkinsCCP: Today, CCP launched the COVID-19 Communication Network, a \xf0\x9f\x92\xbb website dedicated to curating essential, evidence-based #C\xe2\x80\xa6'",,True,Wed Apr 29 17:02:18 +0000 2020,27,b'1255542941033959424'
0,Twitter for Android,"b'RT @DrPhillipLee: At the moment, as a practising GP I\xe2\x80\x99d rather be hearing from someone who\xe2\x80\x99s an expert in virology rather than \xe2\x80\x98nudge\xe2\x80\x99 psyc\xe2\x80\xa6'",,True,Thu Mar 12 23:12:13 +0000 2020,282,b'1238241417488748544'
0,Twitter Web App,b'RT @normonics: .@casssunstein nudge in action. Hyper dangerous. https://t.co/iYnfuV1ED1',,True,Sun Mar 08 17:00:22 +0000 2020,2,b'1236698282736472065'
0,Twitter for iPhone,b'RT @MollyByrneIre: Five important behaviour change principles from @SusanMichie @robertjwest to slow down the #COVID19  outbreak: https://t\xe2\x80\xa6',,True,Wed Mar 18 20:26:19 +0000 2020,20,b'1240373990633308160'
